region,census_code,총인구,총종사자수
송파(위례),11240710010401,335.0,42.0
송파(위례),11240710010501,419.0,114.0
송파(위례),11240710020001,390.0,30.0
송파(위례),11240710020002,495.0,162.0
송파(위례),11240710020003,537.0,647.0
송파(위례),11240710020004,357.0,24.0
송파(위례),11240710020005,510.0,70.0
송파(위례),11240710020006,616.0,88.0
송파(위례),11240710020007,462.0,152.0
송파(위례),11240710020008,550.0,67.0
송파(위례),11240710020009,414.0,2147.0
송파(위례),11240710020010,364.0,29.0
송파(위례),11240710020011,361.0,22.0
송파(위례),11240710020012,615.0,54.0
송파(위례),11240710020013,504.0,163.0
송파(위례),11240710020014,369.0,14.0
송파(위례),11240710020015,512.0,325.0
송파(위례),11240710020016,393.0,601.0
송파(위례),11240710020017,344.0,49.0
송파(위례),11240710020018,510.0,45.0
송파(위례),11240710020019,618.0,65.0
송파(위례),11240710020101,504.0,21.0
송파(위례),11240710020102,443.0,8.0
송파(위례),11240710020201,492.0,42.0
송파(위례),11240710020202,411.0,11.0
송파(위례),11240710020203,595.0,7.0
송파(위례),11240750010002,34.0,557.0
송파(위례),11240750010101,435.0,12.0
송파(위례),11240750010102,469.0,11.0
송파(위례),11240750010103,439.0,3.0
송파(위례),11240750010104,407.0,10.0
송파(위례),11240750010105,454.0,18.0
송파(위례),11240750010106,407.0,6.0
송파(위례),11240750010107,463.0,7.0
송파(위례),11240750010108,585.0,3.0
송파(위례),11240750010109,368.0,3.0
송파(위례),11240750010110,604.0,13.0
송파(위례),11240750010111,437.0,5.0
송파(위례),11240750010112,595.0,5.0
송파(위례),11240750010113,433.0,11.0
송파(위례),11240750010114,438.0,10.0
송파(위례),11240750010115,670.0,665.0
송파(위례),11240750010116,350.0,6.0
송파(위례),11240750010117,622.0,16.0
송파(위례),11240750010118,434.0,8.0
송파(위례),11240750010119,591.0,18.0
송파(위례),11240750010120,576.0,24.0
송파(위례),11240750010121,484.0,9.0
송파(위례),11240750010122,457.0,4.0
송파(위례),11240750010123,530.0,1.0
송파(위례),11240750010124,402.0,11.0
송파(위례),11240750010125,445.0,13.0
송파(위례),11240750010126,504.0,6.0
송파(위례),11240750010127,454.0,4.0
송파(위례),11240750010128,405.0,12.0
송파(위례),11240750010129,424.0,8.0
송파(위례),11240750010130,566.0,70.0
송파(위례),11240750010131,618.0,2.0
송파(위례),11240750010132,604.0,10.0
송파(위례),11240750010133,435.0,16.0
송파(위례),11240750010134,428.0,5.0
송파(위례),11240750010135,459.0,11.0
송파(위례),11240750010136,409.0,10.0
송파(위례),11240750010137,439.0,9.0
송파(위례),11240750010138,355.0,5.0
송파(위례),11240750010139,456.0,11.0
송파(위례),11240750010140,344.0,3.0
송파(위례),11240750010141,409.0,7.0
송파(위례),11240750010142,412.0,7.0
송파(위례),11240770010001,0.0,11.0
송파(위례),11240770010002,637.0,54041.0
송파(위례),11240770010101,1089.0,3447.0
송파(위례),11240770010102,351.0,2793.0
송파(위례),11240770010601,552.0,15.0
송파(위례),11240770010602,575.0,8.0
송파(위례),11240770010603,403.0,7.0
송파(위례),11240770010604,476.0,9.0
송파(위례),11240770010605,555.0,5.0
송파(위례),11240770010606,531.0,14.0
송파(위례),11240770010607,536.0,12.0
송파(위례),11240770010608,489.0,10.0
송파(위례),11240770010609,371.0,5.0
송파(위례),11240770010610,539.0,11.0
송파(위례),11240770010611,624.0,155.0
송파(위례),11240770010612,640.0,17.0
송파(위례),11240770010613,484.0,14.0
송파(위례),11240770010614,608.0,44.0
송파(위례),11240770010615,657.0,14.0
송파(위례),11240770010616,433.0,4.0
송파(위례),11240770010617,393.0,8.0
송파(위례),11240770010618,484.0,5.0
송파(위례),11240770010619,452.0,9.0
송파(위례),11240770010701,898.0,288.0
송파(위례),11240770010801,651.0,899.0
송파(위례),11240770010901,939.0,1031.0
송파(위례),11240770011001,698.0,234.0
송파(위례),11240770011101,343.0,19.0
송파(위례),11240780010001,0.0,651.0
송파(위례),11240780010101,471.0,16.0
송파(위례),11240780010102,445.0,3.0
송파(위례),11240780010103,577.0,30.0
송파(위례),11240780010104,528.0,7.0
송파(위례),11240780010105,459.0,14.0
송파(위례),11240780010106,492.0,9.0
송파(위례),11240780010107,609.0,10.0
송파(위례),11240780010201,473.0,272.0
송파(위례),11240780010202,543.0,9.0
송파(위례),11240780010203,540.0,7.0
송파(위례),11240780010204,565.0,11.0
송파(위례),11240780010205,532.0,7.0
송파(위례),11240780010206,440.0,11.0
송파(위례),11240780010207,477.0,6.0
송파(위례),11240780010208,422.0,10.0
송파(위례),11240780010209,502.0,12.0
송파(위례),11240780010210,466.0,128.0
송파(위례),11240790010001,0.0,524.0
송파(위례),11240790010101,412.0,5.0
송파(위례),11240790010102,350.0,2.0
송파(위례),11240790010103,611.0,4.0
송파(위례),11240790010104,627.0,11.0
송파(위례),11240790010105,659.0,9.0
송파(위례),11240790010106,574.0,11.0
송파(위례),11240790010107,493.0,2.0
송파(위례),11240790010108,527.0,13.0
송파(위례),11240790010109,475.0,13.0
송파(위례),11240790010110,370.0,6.0
송파(위례),11240790010111,408.0,3.0
송파(위례),11240790010112,637.0,11.0
송파(위례),11240790010113,586.0,9.0
송파(위례),11240790010114,603.0,21.0
송파(위례),11240790010115,505.0,14.0
송파(위례),11240790010116,432.0,6.0
송파(위례),11240790010117,489.0,11.0
송파(위례),11240790010118,339.0,5.0
송파(위례),11240790010119,597.0,82.0
송파(위례),11240790010120,507.0,7.0
송파(위례),11240790010121,352.0,2.0
송파(위례),11240790010122,363.0,2.0
송파(위례),11240790010123,353.0,5.0
송파(위례),11240790010124,457.0,12.0
송파(위례),11240790010125,586.0,6.0
송파(위례),11240790010126,471.0,5.0
송파(위례),11240790010127,518.0,810.0
송파(위례),11240790010128,503.0,22.0
송파(위례),11240790010129,497.0,6.0
송파(위례),11240790010130,431.0,5.0
송파(위례),11240790010131,571.0,10.0
송파(위례),11240790010132,635.0,22.0
송파(위례),11240790020001,0.0,727.0
송파(위례),11240790020002,0.0,233.0
송파(위례),11240790020101,380.0,5.0
송파(위례),11240790020102,523.0,20.0
송파(위례),11240790020103,609.0,8.0
송파(위례),11240790020104,568.0,14.0
송파(위례),11240790020105,425.0,9.0
송파(위례),11240790020106,472.0,13.0
송파(위례),11240790020107,537.0,19.0
송파(위례),11240790020108,585.0,6.0
송파(위례),11240790020109,624.0,11.0
송파(위례),11240790020110,530.0,957.0
송파(위례),11240790020111,578.0,6.0
송파(위례),11240790020112,450.0,7.0
송파(위례),11240790020113,540.0,13.0
송파(위례),11240790020114,584.0,7.0
송파(위례),11240790020115,591.0,15.0
송파(위례),11240790020116,557.0,6.0
송파(위례),11240790020117,515.0,9.0
송파(위례),11240790020118,575.0,5.0
송파(위례),11240790020119,439.0,3.0
송파(위례),11240790020120,659.0,8.0
송파(위례),11240790020121,640.0,9.0
송파(위례),11240790020122,482.0,4.0
송파(위례),11240790020123,584.0,13.0
송파(위례),11240790020124,524.0,5.0
송파(위례),11240790020125,473.0,59.0
송파(위례),11240790020126,595.0,10.0
송파(위례),11240790020127,612.0,13.0
송파(위례),11240790020128,458.0,5.0
송파(위례),11240790020129,434.0,7.0
송파(위례),11240790020130,471.0,10.0
송파(위례),11240790020131,505.0,4.0
송파(위례),11240790020132,550.0,13.0
송파(위례),11240800010001,0.0,0.0
송파(위례),11240800010101,412.0,18.0
송파(위례),11240800010102,414.0,3.0
송파(위례),11240800010103,404.0,2.0
송파(위례),11240800010104,623.0,136.0
송파(위례),11240800010105,378.0,18.0
송파(위례),11240800010106,390.0,3.0
송파(위례),11240800010107,384.0,6.0
송파(위례),11240800010108,400.0,13.0
송파(위례),11240800010109,430.0,495.0
송파(위례),11240800010110,406.0,9.0
송파(위례),11240800010111,392.0,10.0
송파(위례),11240800010112,509.0,6.0
송파(위례),11240800010113,407.0,23.0
송파(위례),11240800010114,403.0,5.0
송파(위례),11240800010115,391.0,3.0
송파(위례),11240800010116,415.0,4.0
송파(위례),11240800010117,557.0,20.0
송파(위례),11240800010118,531.0,7.0
송파(위례),11240800010119,426.0,4.0
송파(위례),11240800010120,585.0,8.0
송파(위례),11240800010121,340.0,4.0
송파(위례),11240800010122,384.0,3.0
송파(위례),11240800010123,580.0,13.0
송파(위례),11240800010124,407.0,8.0
송파(위례),11240800020101,903.0,39.0
송파(위례),11240800020102,1090.0,647.0
송파(위례),11240800020103,469.0,5096.0
송파(위례),11240800030001,0.0,165.0
송파(위례),11240800030101,406.0,5.0
송파(위례),11240800030102,563.0,9.0
송파(위례),11240800030103,475.0,44.0
송파(위례),11240800030104,379.0,7.0
송파(위례),11240800030105,588.0,11.0
송파(위례),11240800030106,587.0,13.0
송파(위례),11240800030107,644.0,15.0
송파(위례),11240800030108,596.0,62.0
송파(위례),11240800030109,504.0,13.0
송파(위례),11240800030110,379.0,629.0
송파(위례),11240800030111,482.0,7.0
송파(위례),11240800030112,624.0,15.0
송파(위례),11240800030113,418.0,10.0
송파(위례),11240800030114,460.0,14.0
송파(위례),11240800030115,513.0,13.0
송파(위례),11240800030116,466.0,10.0
송파(위례),11240800030117,557.0,6.0
송파(위례),11240800030118,400.0,4.0
송파(위례),11240800030119,419.0,8.0
송파(위례),11240800030120,542.0,7.0
송파(위례),11240800030121,572.0,12.0
송파(위례),11240800030122,498.0,7.0
송파(위례),11240800040001,0.0,147.0
송파(위례),11240800040002,0.0,2.0
송파(위례),11240800040101,511.0,10.0
송파(위례),11240800040102,522.0,14.0
송파(위례),11240800040103,589.0,271.0
송파(위례),11240800040104,532.0,12.0
송파(위례),11240800040105,605.0,8.0
송파(위례),11240800040106,553.0,11.0
송파(위례),11240800040107,597.0,19.0
송파(위례),11240800040108,503.0,43.0
송파(위례),11240800040109,484.0,13.0
송파(위례),11240800040110,424.0,6.0
송파(위례),11240800040111,419.0,11.0
송파(위례),11240800040112,435.0,12.0
송파(위례),11240800040113,472.0,19.0
송파(위례),11240800040114,600.0,12.0
송파(위례),11240800040115,483.0,6.0
송파(위례),11240810010001,404.0,48.0
송파(위례),11240810010002,406.0,2893.0
송파(위례),11240810010003,413.0,327.0
송파(위례),11240810010004,545.0,52.0
송파(위례),11240810010005,554.0,403.0
송파(위례),11240810010006,560.0,411.0
송파(위례),11240810010007,479.0,105.0
송파(위례),11240810010008,469.0,105.0
송파(위례),11240810010009,507.0,449.0
송파(위례),11240810010010,440.0,315.0
송파(위례),11240810010011,499.0,2862.0
송파(위례),11240810010012,561.0,184.0
송파(위례),11240810010013,550.0,41.0
송파(위례),11240810010014,465.0,423.0
송파(위례),11240810010015,592.0,217.0
송파(위례),11240810010016,435.0,673.0
송파(위례),11240810010101,552.0,1.0
송파(위례),11240810010102,541.0,3.0
송파(위례),11240810010103,599.0,0.0
송파(위례),11240810010104,536.0,1.0
송파(위례),11240810010201,460.0,17.0
송파(위례),11240810010401,352.0,11.0
송파(위례),11240810010501,544.0,27.0
송파(위례),11240810010502,544.0,24.0
송파(위례),11240810010503,464.0,59.0
송파(위례),11240810010601,455.0,7.0
송파(위례),11240810010602,452.0,47.0
송파(위례),11240810010603,588.0,27.0
송파(위례),11240810010604,485.0,22.0
송파(위례),11240810010701,453.0,17.0
송파(위례),11240810012101,404.0,26.0
송파(위례),11240810012102,547.0,32.0
송파(위례),11240810012201,436.0,19.0
송파(위례),11240810012202,502.0,14.0
송파(위례),11240810012203,432.0,12.0
송파(위례),11240810012204,478.0,20.0
송파(위례),11240810012301,672.0,38.0
송파(위례),11240810012401,633.0,17.0
송파(위례),11240810012402,546.0,2.0
송파(위례),11240810012501,470.0,22.0
송파(위례),11240810012502,356.0,12.0
송파(위례),11240810012503,568.0,20.0
송파(위례),11240810012601,457.0,4.0
송파(위례),11240810012602,433.0,15.0
송파(위례),11240810012603,484.0,32.0
송파(위례),11240810012701,512.0,21.0
송파(위례),11240810012702,554.0,15.0
송파(위례),11240810012703,551.0,4.0
송파(위례),11240810012801,449.0,17.0
송파(위례),11240810012802,576.0,15.0
송파(위례),11240810012803,527.0,38.0
송파(위례),11240810012901,419.0,19.0
송파(위례),11240810012902,396.0,20.0
송파(위례),11240810012903,408.0,11.0
송파(위례),11240810013001,446.0,21.0
송파(위례),11240810013101,527.0,4.0
송파(위례),11240810013102,411.0,36.0
송파(위례),11240810013201,521.0,17.0
송파(위례),11240810013301,537.0,19.0
송파(위례),11240820010002,0.0,19.0
송파(위례),11240820010101,567.0,34.0
송파(위례),11240820010102,593.0,13.0
송파(위례),11240820010103,400.0,7.0
송파(위례),11240820010104,596.0,103.0
송파(위례),11240820010105,495.0,4.0
송파(위례),11240820010106,501.0,11.0
송파(위례),11240820010107,488.0,5.0
송파(위례),11240820010108,415.0,6.0
송파(위례),11240820010109,575.0,7.0
송파(위례),11240820010110,444.0,10.0
송파(위례),11240820010201,519.0,3.0
송파(위례),11240820010202,535.0,8.0
송파(위례),11240820010203,439.0,2313.0
송파(위례),11240820010301,565.0,1.0
송파(위례),11240820010302,595.0,4.0
송파(위례),11240820010303,561.0,35.0
송파(위례),11240820010304,483.0,9.0
송파(위례),11240820020001,474.0,26.0
송파(위례),11240820020002,986.0,722.0
송파(위례),11240820020004,158.0,889.0
송파(위례),11240820020005,0.0,315.0
송파(위례),11240820020101,542.0,16.0
송파(위례),11240820020102,578.0,3.0
송파(위례),11240820020103,572.0,25.0
송파(위례),11240820020104,604.0,5.0
송파(위례),11240820020201,490.0,3.0
송파(위례),11240820020202,517.0,47.0
송파(위례),11240820020203,411.0,2.0
송파(위례),11240820020204,522.0,2.0
송파(위례),11240820020205,380.0,10.0
송파(위례),11240820020301,447.0,7.0
송파(위례),11240820020302,542.0,18.0
송파(위례),11240820020303,540.0,56.0
송파(위례),11240820020304,537.0,20.0
송파(위례),11240820020305,503.0,10.0
송파(위례),11240820020306,535.0,19.0
송파(위례),11240820020307,435.0,12.0
송파(위례),11240820020308,453.0,48.0
송파(위례),11240820020309,362.0,4.0
송파(위례),11240820020401,467.0,18.0
송파(위례),11240820020402,538.0,25.0
송파(위례),11240820020403,308.0,8.0
송파(위례),11240820020501,531.0,7.0
송파(위례),11240820020502,552.0,3.0
송파(위례),11240820020503,616.0,27.0
송파(위례),11240820020601,445.0,37.0
송파(위례),11240820020602,446.0,6.0
송파(위례),11240820020603,452.0,8.0
송파(위례),11240820020604,409.0,35.0
송파(위례),11240820020605,444.0,10.0
송파(위례),11240820020606,537.0,29.0
송파(위례),11240820020607,621.0,18.0
송파(위례),11240820020608,448.0,6.0
송파(위례),11240820020609,415.0,6.0
송파(위례),11240820020610,546.0,25.0
송파(위례),11240820020611,463.0,8.0
송파(위례),11240820020701,592.0,26.0
송파(위례),11240820020702,588.0,42.0
송파(위례),11240820020703,620.0,11.0
송파(위례),11240820020704,621.0,11.0
송파(위례),11240820020705,557.0,14.0
송파(위례),11240820020801,624.0,48.0
송파(위례),11240820020802,580.0,5.0
송파(위례),11240820020803,519.0,13.0
송파(위례),11240820020901,477.0,218.0
송파(위례),11240820021001,364.0,76.0
송파(위례),11240820021002,405.0,11.0
송파(위례),11240820021003,430.0,8.0
송파(위례),11240820021004,379.0,50.0
송파(위례),11240820021101,352.0,5.0
송파(위례),11240820021102,402.0,454.0
송파(위례),11240820021103,383.0,6.0
송파(위례),11240820021104,397.0,10.0
송파(위례),11240820021201,496.0,6.0
송파(위례),11240820021202,602.0,3.0
송파(위례),11240820021203,447.0,27.0
송파(위례),11240820021204,497.0,1.0
송파(위례),11240820021205,400.0,2.0
송파(위례),11240820021206,547.0,1.0
송파(위례),11240820021207,455.0,10.0
송파(위례),11240820021208,531.0,0.0
송파(위례),11240820021209,578.0,20.0
송파(위례),11240820021210,526.0,3.0
송파(위례),11240820021301,647.0,98.0
송파(위례),11240820021302,551.0,133.0
송파(위례),11240820021401,448.0,206.0
송파(위례),11240820021501,621.0,229.0
송파(위례),11240820021502,652.0,28.0
수정(위례),31023510010001,579.0,72.0
수정(위례),31023510010002,598.0,196.0
수정(위례),31023510020001,369.0,143.0
수정(위례),31023510030001,751.0,36.0
수정(위례),31023510040001,568.0,44.0
수정(위례),31023510040002,393.0,19.0
수정(위례),31023510040003,485.0,30.0
수정(위례),31023510040004,653.0,1035.0
수정(위례),31023510040005,425.0,38.0
수정(위례),31023510040006,775.0,150.0
수정(위례),31023510040007,643.0,117.0
수정(위례),31023510040008,454.0,179.0
수정(위례),31023510040009,543.0,41.0
수정(위례),31023510040010,517.0,25.0
수정(위례),31023510040011,310.0,46.0
수정(위례),31023510040012,367.0,97.0
수정(위례),31023510040013,427.0,465.0
수정(위례),31023510040014,381.0,16.0
수정(위례),31023510040015,461.0,19.0
수정(위례),31023510040016,374.0,8.0
수정(위례),31023510040018,329.0,10.0
수정(위례),31023510040101,396.0,17.0
수정(위례),31023510040102,505.0,19.0
수정(위례),31023510040201,406.0,1.0
수정(위례),31023510040202,386.0,6.0
수정(위례),31023510040203,422.0,10.0
수정(위례),31023510040301,304.0,98.0
수정(위례),31023510040401,575.0,19.0
수정(위례),31023510040501,542.0,13.0
수정(위례),31023510040502,409.0,14.0
수정(위례),31023510040601,601.0,10.0
수정(위례),31023510050001,0.0,87.0
수정(위례),31023510050101,513.0,35.0
수정(위례),31023510050102,612.0,7.0
수정(위례),31023510050103,615.0,15.0
수정(위례),31023510050104,619.0,25.0
수정(위례),31023510050201,400.0,7.0
수정(위례),31023510050202,512.0,17.0
수정(위례),31023510050203,431.0,38.0
수정(위례),31023510050204,398.0,14.0
수정(위례),31023510050301,421.0,28.0
수정(위례),31023510050302,576.0,10.0
수정(위례),31023510050303,494.0,89.0
수정(위례),31023510050304,424.0,10.0
수정(위례),31023510050305,466.0,16.0
수정(위례),31023510050401,490.0,5.0
수정(위례),31023510050402,400.0,5.0
수정(위례),31023510050403,495.0,28.0
수정(위례),31023510050404,424.0,46.0
수정(위례),31023520010003,0.0,83.0
수정(위례),31023520010004,0.0,38.0
수정(위례),31023520010005,0.0,82.0
수정(위례),31023520010101,561.0,17.0
수정(위례),31023520010102,465.0,7.0
수정(위례),31023520010103,602.0,13.0
수정(위례),31023520010104,486.0,155.0
수정(위례),31023520010105,585.0,6.0
수정(위례),31023520010106,474.0,6.0
수정(위례),31023520010107,428.0,5.0
수정(위례),31023520010108,441.0,31.0
수정(위례),31023520010201,459.0,22.0
수정(위례),31023520010202,430.0,3.0
수정(위례),31023520010203,529.0,10.0
수정(위례),31023520010204,442.0,6.0
수정(위례),31023520010301,501.0,10.0
수정(위례),31023520010302,399.0,1.0
수정(위례),31023520010303,516.0,4.0
수정(위례),31023520010401,566.0,431.0
수정(위례),31023520010402,513.0,444.0
수정(위례),31023520020001,576.0,117.0
수정(위례),31023520020002,515.0,33.0
수정(위례),31023520020003,602.0,64.0
수정(위례),31023520020004,520.0,29.0
수정(위례),31023520020005,583.0,628.0
수정(위례),31023520020006,511.0,17.0
수정(위례),31023520020007,519.0,47.0
수정(위례),31023520020008,458.0,24.0
수정(위례),31023530020001,0.0,632.0
수정(위례),31023530030001,792.0,710.0
수정(위례),31023530030002,433.0,5308.0
수정(위례),31023530030003,353.0,4641.0
수정(위례),31023530030004,889.0,2475.0
수정(위례),31023530030005,767.0,4948.0
수정(위례),31023530030006,1399.0,2792.0
수정(위례),31023530030101,488.0,138.0
수정(위례),31023530040003,0.0,404.0
수정(위례),31023530040101,550.0,15.0
수정(위례),31023530040102,435.0,22.0
수정(위례),31023530040103,439.0,6.0
수정(위례),31023530040104,506.0,10.0
수정(위례),31023530040105,602.0,12.0
수정(위례),31023530040201,604.0,37.0
수정(위례),31023530040202,536.0,12.0
수정(위례),31023530040203,571.0,3.0
수정(위례),31023530040204,500.0,7.0
수정(위례),31023530040205,465.0,1.0
수정(위례),31023530040206,548.0,254.0
수정(위례),31023530040207,491.0,4.0
수정(위례),31023530040208,586.0,8.0
수정(위례),31023530040209,500.0,42.0
수정(위례),31023530040210,459.0,14.0
수정(위례),31023530040211,426.0,34.0
수정(위례),31023530040301,442.0,21.0
수정(위례),31023530040302,439.0,20.0
수정(위례),31023530040303,457.0,9.0
수정(위례),31023530040304,490.0,18.0
수정(위례),31023530040305,505.0,24.0
수정(위례),31023530040306,554.0,21.0
수정(위례),31023530040401,668.0,1217.0
수정(위례),31023540010001,0.0,5.0
수정(위례),31023540010002,0.0,349.0
수정(위례),31023540010004,0.0,398.0
수정(위례),31023540010005,0.0,91.0
수정(위례),31023540010101,512.0,12.0
수정(위례),31023540010102,524.0,5.0
수정(위례),31023540010103,521.0,4.0
수정(위례),31023540010104,486.0,8.0
수정(위례),31023540010105,482.0,9.0
수정(위례),31023540010106,506.0,13.0
수정(위례),31023540010107,542.0,16.0
수정(위례),31023540010108,546.0,24.0
수정(위례),31023540010109,478.0,10.0
수정(위례),31023540010110,550.0,25.0
수정(위례),31023540010111,547.0,7.0
수정(위례),31023540010112,488.0,8.0
수정(위례),31023540010113,500.0,6.0
수정(위례),31023540010114,647.0,162.0
수정(위례),31023540010115,481.0,19.0
수정(위례),31023540010116,332.0,10.0
수정(위례),31023540010117,534.0,3.0
수정(위례),31023540010201,504.0,432.0
수정(위례),31023540010301,484.0,273.0
수정(위례),31023550010001,0.0,42.0
수정(위례),31023550010002,0.0,295.0
수정(위례),31023550010101,597.0,149.0
수정(위례),31023550010102,521.0,23.0
수정(위례),31023550010103,441.0,17.0
수정(위례),31023550010104,422.0,5.0
수정(위례),31023550010105,491.0,5.0
수정(위례),31023550010106,517.0,100.0
수정(위례),31023550010107,476.0,26.0
수정(위례),31023550010108,471.0,26.0
수정(위례),31023550010109,466.0,6.0
수정(위례),31023550010201,404.0,104.0
수정(위례),31023550010202,483.0,11.0
수정(위례),31023550010203,543.0,17.0
수정(위례),31023550010204,396.0,19.0
수정(위례),31023550010301,487.0,19.0
수정(위례),31023550010302,492.0,117.0
수정(위례),31023550010303,574.0,17.0
수정(위례),31023550010304,478.0,18.0
수정(위례),31023550020101,537.0,29.0
수정(위례),31023550020102,453.0,46.0
수정(위례),31023550020103,559.0,6.0
수정(위례),31023550020104,379.0,14.0
수정(위례),31023550020105,429.0,86.0
수정(위례),31023550020201,508.0,30.0
수정(위례),31023550020202,548.0,10.0
수정(위례),31023550020203,447.0,64.0
수정(위례),31023550020204,507.0,21.0
수정(위례),31023550020205,488.0,27.0
수정(위례),31023550020206,536.0,32.0
수정(위례),31023560010101,593.0,28.0
수정(위례),31023560010102,450.0,32.0
수정(위례),31023560010103,424.0,22.0
수정(위례),31023560010104,546.0,21.0
수정(위례),31023560010105,600.0,129.0
수정(위례),31023560010106,490.0,15.0
수정(위례),31023560010107,425.0,6.0
수정(위례),31023560010201,412.0,7.0
수정(위례),31023560010202,373.0,89.0
수정(위례),31023560010203,506.0,9.0
수정(위례),31023560010204,491.0,30.0
수정(위례),31023560020001,505.0,25.0
수정(위례),31023560020002,512.0,98.0
수정(위례),31023560020003,521.0,14.0
수정(위례),31023560020004,472.0,478.0
수정(위례),31023560020005,471.0,377.0
수정(위례),31023560020006,414.0,176.0
수정(위례),31023560020007,482.0,37.0
수정(위례),31023560030001,657.0,5704.0
수정(위례),31023560030002,0.0,38.0
수정(위례),31023560030101,397.0,4.0
수정(위례),31023560030102,456.0,69.0
수정(위례),31023560030103,589.0,21.0
수정(위례),31023560030201,436.0,10.0
수정(위례),31023560030202,590.0,101.0
수정(위례),31023560030203,524.0,38.0
수정(위례),31023560030204,459.0,10.0
수정(위례),31023560030205,409.0,30.0
수정(위례),31023560030206,555.0,15.0
수정(위례),31023560030207,492.0,14.0
수정(위례),31023560030301,586.0,19.0
수정(위례),31023560030302,615.0,10.0
수정(위례),31023560030303,388.0,5.0
수정(위례),31023580010001,665.0,248.0
수정(위례),31023580010002,674.0,1141.0
수정(위례),31023580010003,887.0,719.0
수정(위례),31023580020001,352.0,402.0
수정(위례),31023580020002,699.0,196.0
수정(위례),31023580020003,372.0,221.0
수정(위례),31023580030001,611.0,2693.0
수정(위례),31023580030002,418.0,16988.0
수정(위례),31023580030003,357.0,7833.0
수정(위례),31023580030004,2107.0,3406.0
수정(위례),31023580040001,131.0,1216.0
수정(위례),31023580040002,0.0,90.0
수정(위례),31023580040101,446.0,12.0
수정(위례),31023580040102,530.0,6.0
수정(위례),31023580040103,479.0,19.0
수정(위례),31023580040104,381.0,6.0
수정(위례),31023580040105,599.0,40.0
수정(위례),31023580040106,500.0,5.0
수정(위례),31023580040107,552.0,16.0
수정(위례),31023580040108,555.0,28.0
수정(위례),31023580040109,548.0,47.0
수정(위례),31023580040110,439.0,19.0
수정(위례),31023580040111,489.0,12.0
수정(위례),31023580040112,400.0,9.0
수정(위례),31023580040201,591.0,18.0
수정(위례),31023580040202,559.0,13.0
수정(위례),31023580040203,413.0,7.0
수정(위례),31023580040204,447.0,10.0
수정(위례),31023580040205,506.0,11.0
수정(위례),31023580040206,553.0,7.0
수정(위례),31023580040207,470.0,49.0
수정(위례),31023580040208,464.0,12.0
수정(위례),31023580040209,562.0,8.0
수정(위례),31023580040210,468.0,11.0
수정(위례),31023580040211,399.0,11.0
수정(위례),31023580050001,31.0,1380.0
수정(위례),31023580050002,0.0,78.0
수정(위례),31023580050101,531.0,10.0
수정(위례),31023580050102,552.0,18.0
수정(위례),31023580050103,422.0,9.0
수정(위례),31023580050104,432.0,18.0
수정(위례),31023580050105,412.0,6.0
수정(위례),31023580050106,608.0,18.0
수정(위례),31023580050107,501.0,6.0
수정(위례),31023580050108,454.0,5.0
수정(위례),31023580050109,472.0,26.0
수정(위례),31023580050110,557.0,14.0
수정(위례),31023580050111,428.0,34.0
수정(위례),31023580050201,540.0,55.0
수정(위례),31023580050202,550.0,5.0
수정(위례),31023580050203,509.0,11.0
수정(위례),31023580050204,552.0,17.0
수정(위례),31023580050205,551.0,12.0
수정(위례),31023580050206,375.0,7.0
수정(위례),31023580050207,544.0,10.0
수정(위례),31023580050208,539.0,5.0
수정(위례),31023580050209,472.0,9.0
수정(위례),31023580050210,561.0,21.0
수정(위례),31023590010001,449.0,158.0
수정(위례),31023590010002,407.0,25.0
수정(위례),31023590010003,439.0,114.0
수정(위례),31023590010004,419.0,5.0
수정(위례),31023590010005,425.0,42.0
수정(위례),31023590020101,598.0,46.0
수정(위례),31023590020102,520.0,20.0
수정(위례),31023590020103,557.0,18.0
수정(위례),31023590020104,546.0,168.0
수정(위례),31023590020201,404.0,7.0
수정(위례),31023590020202,573.0,10.0
수정(위례),31023590020203,487.0,24.0
수정(위례),31023590020204,504.0,20.0
수정(위례),31023590020205,462.0,17.0
수정(위례),31023590020206,420.0,525.0
수정(위례),31023590030001,241.0,574.0
수정(위례),31023590030101,525.0,19.0
수정(위례),31023590030102,435.0,11.0
수정(위례),31023590030103,538.0,9.0
수정(위례),31023590030104,464.0,18.0
수정(위례),31023590030105,495.0,24.0
수정(위례),31023590030106,446.0,24.0
수정(위례),31023590040001,207.0,772.0
수정(위례),31023590040101,594.0,10.0
수정(위례),31023590040102,532.0,21.0
수정(위례),31023590040103,502.0,11.0
수정(위례),31023590040104,581.0,6.0
수정(위례),31023590040105,477.0,30.0
수정(위례),31023590040301,356.0,196.0
수정(위례),31023590040401,575.0,15.0
수정(위례),31023590040402,526.0,34.0
수정(위례),31023590040403,475.0,16.0
수정(위례),31023590040404,522.0,30.0
수정(위례),31023590050001,597.0,146.0
수정(위례),31023590050002,376.0,56.0
수정(위례),31023600010001,419.0,26.0
수정(위례),31023600010002,677.0,646.0
수정(위례),31023600010003,486.0,307.0
수정(위례),31023600010004,320.0,242.0
수정(위례),31023600010005,960.0,63.0
수정(위례),31023600010006,430.0,10.0
수정(위례),31023600010007,794.0,50.0
수정(위례),31023600010008,309.0,34.0
수정(위례),31023600010009,398.0,271.0
수정(위례),31023600020001,252.0,2913.0
수정(위례),31023600020101,450.0,7.0
